Opp,FG%,3P%,Rebounds,Blocks,Points,win_rate,group,type,Name,Latitude,Longitude,win_rate_lab,avg_pt_LAB,avg_trb_LAB,avg_blk_LAB,id
NOP,59.6%,58.3%,6.8,0.8,32.5,0.5,29,Age,New Orleans Pelicans,29.948889,-90.081944,50%,32.5,6.8,0.8,19
NOP,45%,0%,10.5,0,24.5,1,33,Age,New Orleans Pelicans,29.948889,-90.081944,100%,24.5,10.5,0,19
NOP,55.8%,57.9%,4.5,0,37.5,1,20,Age,New Orleans Pelicans,29.948889,-90.081944,100%,37.5,4.5,0,19
NOP,57%,46.3%,9.3,0.3,30.3,1,35,Age,New Orleans Pelicans,29.948889,-90.081944,100%,30.3,9.3,0.3,19
NOP,50%,0%,14,1,29,1,24,Age,New Orleans Pelicans,29.948889,-90.081944,100%,29,14,1,19
NOP,42.9%,40%,6.3,2,20.7,1,19,Age,New Orleans Pelicans,29.948889,-90.081944,100%,20.7,6.3,2,19
NOP,55%,40%,3,0,27,1,31,Age,New Orleans Pelicans,29.948889,-90.081944,100%,27,3,0,19
NOP,44.8%,20%,7,1,37,0,30,Age,New Orleans Pelicans,29.948889,-90.081944,0%,37,7,1,19
NOP,44.5%,0%,5.5,0,23.5,0.5,21,Age,New Orleans Pelicans,29.948889,-90.081944,50%,23.5,5.5,0,19
NOP,41.4%,25%,5,1,18,0,23,Age,New Orleans Pelicans,29.948889,-90.081944,0%,18,5,1,19
NOP,46.8%,25.8%,5.5,0.2,24.5,0.75,25,Age,New Orleans Pelicans,29.948889,-90.081944,75%,24.5,5.5,0.2,19
NOP,52.9%,31.4%,6.9,0.5,29.2,0.5,2014-2018 CLE,Team,New Orleans Pelicans,29.948889,-90.081944,50%,29.2,6.9,0.5,19
NOP,65%,70%,4,0,36,1,28,Age,New Orleans Pelicans,29.948889,-90.081944,100%,36,4,0,19
NOP,53.6%,45%,6.2,0.3,25.8,0.6666666666666666,2010-2014 MIA,Team,New Orleans Pelicans,29.948889,-90.081944,66.7%,25.8,6.2,0.3,19
NYK,54.2%,28.6%,13,0,29,1,37,Age,New York Knicks,41.5197,-74.0194,100%,29,13,0,20
NYK,42.3%,0%,6,1,33,0,34,Age,New York Knicks,41.5197,-74.0194,0%,33,6,1,20
NYK,39.6%,10%,9,1.5,25.5,0,26,Age,New York Knicks,41.5197,-74.0194,0%,25.5,9,1.5,20
NYK,51.1%,40.6%,5.7,0.7,32.3,1,23,Age,New York Knicks,41.5197,-74.0194,100%,32.3,5.7,0.7,20
NYK,55.3%,31.3%,5.3,0.2,27.8,0.6666666666666666,29,Age,New York Knicks,41.5197,-74.0194,66.7%,27.8,5.3,0.2,20
NYK,38.6%,11.1%,4.7,0.7,14.7,0.6666666666666666,19,Age,New York Knicks,41.5197,-74.0194,66.7%,14.7,4.7,0.7,20
NYK,58.3%,26.2%,8.3,1.7,34.7,1,24,Age,New York Knicks,41.5197,-74.0194,100%,34.7,8.3,1.7,20
NYK,44.1%,25%,5.5,0,18,0.5,33,Age,New York Knicks,41.5197,-74.0194,50%,18,5.5,0,20
NYK,51.8%,45%,5.5,0.5,26,1,35,Age,New York Knicks,41.5197,-74.0194,100%,26,5.5,0.5,20
NYK,60.6%,38.9%,9.3,1.7,23.7,1,31,Age,New York Knicks,41.5197,-74.0194,100%,23.7,9.3,1.7,20
NYK,53.9%,43.8%,9,0.5,29.8,1,25,Age,New York Knicks,41.5197,-74.0194,100%,29.8,9,0.5,20
NYK,48.3%,33%,5,0.8,32,0.25,21,Age,New York Knicks,41.5197,-74.0194,25%,32,5,0.8,20
NYK,28%,30.8%,18,2,27,0,20,Age,New York Knicks,41.5197,-74.0194,0%,27,18,2,20
NYK,47.8%,31.1%,6.7,0.8,29.6,0.65,2003-2010 CLE,Team,New York Knicks,41.5197,-74.0194,65%,29.6,6.7,0.8,20
NYK,50.8%,39.6%,7.3,0.4,28.1,0.6666666666666666,27,Age,New York Knicks,41.5197,-74.0194,66.7%,28.1,7.3,0.4,20
NYK,53%,36.7%,7.7,0.5,28.6,0.6666666666666666,2010-2014 MIA,Team,New York Knicks,41.5197,-74.0194,66.7%,28.6,7.7,0.5,20
NYK,50%,29.6%,7.5,0.5,28.5,0.75,2018-Now LAL,Team,New York Knicks,41.5197,-74.0194,75%,28.5,7.5,0.5,20
NYK,52.2%,33.3%,11,1,29,1,28,Age,New York Knicks,41.5197,-74.0194,100%,29,11,1,20
NYK,45.9%,37.5%,6,0.2,30.5,0.5,22,Age,New York Knicks,41.5197,-74.0194,50%,30.5,6,0.2,20
NYK,44.6%,9.2%,6,0.5,24,1,30,Age,New York Knicks,41.5197,-74.0194,100%,24,6,0.5,20
NYK,55.1%,31.2%,9.2,1.5,22.2,0.75,32,Age,New York Knicks,41.5197,-74.0194,75%,22.2,9.2,1.5,20
NYK,49.5%,24.3%,7.3,0.9,21.9,0.8,2014-2018 CLE,Team,New York Knicks,41.5197,-74.0194,80%,21.9,7.3,0.9,20
OKC,55.2%,62.5%,7,1,44,1,24,Age,Oklahoma City Thunder,35.463333,-97.515,100%,44,7,1,21
OKC,50%,40%,7,0,25,1,31,Age,Oklahoma City Thunder,35.463333,-97.515,100%,25,7,0,21
OKC,51.3%,25%,6,0.5,26.5,1,23,Age,Oklahoma City Thunder,35.463333,-97.515,100%,26.5,6,0.5,21
OKC,44%,20%,6,2,21,0.5,26,Age,Oklahoma City Thunder,35.463333,-97.515,50%,21,6,2,21
OKC,36.8%,0%,11,0,19,0,35,Age,Oklahoma City Thunder,35.463333,-97.515,0%,19,11,0,21
OKC,64.3%,66.7%,9,0,22,1,21,Age,Oklahoma City Thunder,35.463333,-97.515,100%,22,9,0,21
OKC,48.9%,15.8%,8.6,0.5,27.9,0.75,27,Age,Oklahoma City Thunder,35.463333,-97.515,75%,27.9,8.6,0.5,21
OKC,47.8%,36.5%,8.4,0.7,25.6,0.8571428571428571,2018-Now LAL,Team,Oklahoma City Thunder,35.463333,-97.515,85.7%,25.6,8.4,0.7,21
OKC,42.3%,0%,9,0,27,1,19,Age,Oklahoma City Thunder,35.463333,-97.515,100%,27,9,0,21
OKC,58.3%,50%,12,0,39,1,28,Age,Oklahoma City Thunder,35.463333,-97.515,100%,39,12,0,21
OKC,38.1%,14.3%,7,1,30,0,22,Age,Oklahoma City Thunder,35.463333,-97.515,0%,30,7,1,21
OKC,47.4%,60%,9,1,37,1,25,Age,Oklahoma City Thunder,35.463333,-97.515,100%,37,9,1,21
OKC,44.2%,36.7%,8,1,33.5,1,30,Age,Oklahoma City Thunder,35.463333,-97.515,100%,33.5,8,1,21
OKC,46.1%,12.5%,9.5,1,21.5,0.5,32,Age,Oklahoma City Thunder,35.463333,-97.515,50%,21.5,9.5,1,21
OKC,48.4%,25.9%,7.6,0.9,27.1,0.7142857142857143,2014-2018 CLE,Team,Oklahoma City Thunder,35.463333,-97.515,71.4%,27.1,7.6,0.9,21
OKC,51.2%,45.6%,7.8,1,28,1,36,Age,Oklahoma City Thunder,35.463333,-97.515,100%,28,7.8,1,21
OKC,51.2%,19.7%,7.9,0.6,28.5,0.6923076923076923,2010-2014 MIA,Team,Oklahoma City Thunder,35.463333,-97.515,69.2%,28.5,7.9,0.6,21
OKC,54%,21.4%,5.5,1,27.5,0.5,33,Age,Oklahoma City Thunder,35.463333,-97.515,50%,27.5,5.5,1,21
OKC,50.8%,33.4%,6.5,0.8,31.4,0.6363636363636364,2003-2010 CLE,Team,Oklahoma City Thunder,35.463333,-97.515,63.6%,31.4,6.5,0.8,21
OKC,64.1%,20%,5,0,33.5,0.5,29,Age,Oklahoma City Thunder,35.463333,-97.515,50%,33.5,5,0,21
OKC,46.3%,36.7%,8.5,0.5,24,1,34,Age,Oklahoma City Thunder,35.463333,-97.515,100%,24,8.5,0.5,21
OKC,52.3%,28.6%,4.5,1.2,33,0.25,20,Age,Oklahoma City Thunder,35.463333,-97.515,25%,33,4.5,1.2,21
ORL,36.8%,22.2%,3,0,19,0,35,Age,Orlando Magic,28.539167,-81.383611,0%,19,3,0,22
ORL,49.6%,24.5%,8,0.4,23.9,0.7142857142857143,2010-2014 MIA,Team,Orlando Magic,28.539167,-81.383611,71.4%,23.9,8,0.4,22
ORL,47.8%,25%,8.5,1,28.5,0,22,Age,Orlando Magic,28.539167,-81.383611,0%,28.5,8.5,1,22
ORL,47.3%,75%,8,1.5,23,1,19,Age,Orlando Magic,28.539167,-81.383611,100%,23,8,1.5,22
ORL,60%,42.9%,11,3,30,1,36,Age,Orlando Magic,28.539167,-81.383611,100%,30,11,3,22
ORL,60.3%,0%,5.7,0.3,20.3,1,30,Age,Orlando Magic,28.539167,-81.383611,100%,20.3,5.7,0.3,22
ORL,47.3%,32.5%,8.7,0.9,35.9,0.4,24,Age,Orlando Magic,28.539167,-81.383611,40%,35.9,8.7,0.9,22
ORL,46.4%,40%,2,1,34,0,18,Age,Orlando Magic,28.539167,-81.383611,0%,34,2,1,22
ORL,49%,31.5%,6.7,1,24.8,0.5,2018-Now LAL,Team,Orlando Magic,28.539167,-81.383611,50%,24.8,6.7,1,22
ORL,53.5%,24.4%,9,1,21.3,0.6666666666666666,32,Age,Orlando Magic,28.539167,-81.383611,66.7%,21.3,9,1,22
ORL,50.8%,37.1%,6.6,0.6,24,0.4,33,Age,Orlando Magic,28.539167,-81.383611,40%,24,6.6,0.6,22
ORL,45.8%,16.7%,11,0,25,1,34,Age,Orlando Magic,28.539167,-81.383611,100%,25,11,0,22
ORL,40.3%,25%,10,0.2,18.8,0.5,27,Age,Orlando Magic,28.539167,-81.383611,50%,18.8,10,0.2,22
ORL,46.6%,31.5%,7.3,0.9,30.2,0.5,2003-2010 CLE,Team,Orlando Magic,28.539167,-81.383611,50%,30.2,7.3,0.9,22
ORL,52.2%,28.6%,7,1,29,1,37,Age,Orlando Magic,28.539167,-81.383611,100%,29,7,1,22
ORL,52%,12.5%,6.5,0.5,23.2,1,29,Age,Orlando Magic,28.539167,-81.383611,100%,23.2,6.5,0.5,22
ORL,49.3%,40%,5.2,1,28,0.5,21,Age,Orlando Magic,28.539167,-81.383611,50%,28,5.2,1,22
ORL,44.4%,12.5%,6,0.7,26,0.8333333333333334,20,Age,Orlando Magic,28.539167,-81.383611,83.3%,26,6,0.7,22
ORL,43.5%,31.7%,7.7,1.3,25.3,0.3333333333333333,23,Age,Orlando Magic,28.539167,-81.383611,33.3%,25.3,7.7,1.3,22
ORL,48.3%,30.1%,6,0.7,23.3,1,31,Age,Orlando Magic,28.539167,-81.383611,100%,23.3,6,0.7,22
ORL,47.9%,37.5%,7.2,0.2,26.2,0.5,25,Age,Orlando Magic,28.539167,-81.383611,50%,26.2,7.2,0.2,22
ORL,48.7%,20.8%,6.5,0.5,26.2,1,28,Age,Orlando Magic,28.539167,-81.383611,100%,26.2,6.5,0.5,22
ORL,68.4%,30%,8.5,1.5,40,0.5,26,Age,Orlando Magic,28.539167,-81.383611,50%,40,8.5,1.5,22
ORL,53.1%,22.9%,6.9,0.6,23.4,0.8571428571428571,2014-2018 CLE,Team,Orlando Magic,28.539167,-81.383611,85.7%,23.4,6.9,0.6,22
PHI,52.8%,41.7%,5,0.7,31.7,1,24,Age,Philadelphia 76ers,39.901111,-75.171944,100%,31.7,5,0.7,23
PHI,54.5%,40%,6,0,34,0,36,Age,Philadelphia 76ers,39.901111,-75.171944,0%,34,6,0,23
PHI,56.7%,16.7%,8.3,1.7,29.7,1,27,Age,Philadelphia 76ers,39.901111,-75.171944,100%,29.7,8.3,1.7,23
PHI,48.8%,31.7%,10.5,0.8,25.5,0.8333333333333334,26,Age,Philadelphia 76ers,39.901111,-75.171944,83.3%,25.5,10.5,0.8,23
PHI,51.4%,28.5%,8.5,0.9,24.6,0.8823529411764706,2010-2014 MIA,Team,Philadelphia 76ers,39.901111,-75.171944,88.2%,24.6,8.5,0.9,23
PHI,53.6%,32.2%,6.7,0.7,28.3,0.3333333333333333,2018-Now LAL,Team,Philadelphia 76ers,39.901111,-75.171944,33.3%,28.3,6.7,0.7,23
PHI,45.9%,22%,6.4,0.8,22.8,1,30,Age,Philadelphia 76ers,39.901111,-75.171944,100%,22.8,6.4,0.8,23
PHI,50%,28.4%,6.1,0.9,28.6,0.6363636363636364,2003-2010 CLE,Team,Philadelphia 76ers,39.901111,-75.171944,63.6%,28.6,6.1,0.9,23
PHI,56.5%,44.8%,7,0.6,24,0.8,28,Age,Philadelphia 76ers,39.901111,-75.171944,80%,24,7,0.6,23
PHI,38%,16.7%,6.7,1.7,19.7,1,25,Age,Philadelphia 76ers,39.901111,-75.171944,100%,19.7,6.7,1.7,23
PHI,49.8%,32.1%,8.7,0.5,28.5,0.8461538461538461,2014-2018 CLE,Team,Philadelphia 76ers,39.901111,-75.171944,84.6%,28.5,8.7,0.5,23
PHI,52%,12.5%,7,0.3,26,0.3333333333333333,22,Age,Philadelphia 76ers,39.901111,-75.171944,33.3%,26,7,0.3,23
PHI,53.1%,28.4%,7,1,25.5,0.5,35,Age,Philadelphia 76ers,39.901111,-75.171944,50%,25.5,7,1,23
PHI,51.3%,39.6%,6,1.8,27.5,1,23,Age,Philadelphia 76ers,39.901111,-75.171944,100%,27.5,6,1.8,23
PHI,51.6%,39.7%,12,0,31.3,1,32,Age,Philadelphia 76ers,39.901111,-75.171944,100%,31.3,12,0,23
PHI,55.5%,29.6%,4.5,0.8,31.5,0.5,21,Age,Philadelphia 76ers,39.901111,-75.171944,50%,31.5,4.5,0.8,23
PHI,54.3%,41.6%,10,0.5,37,0,33,Age,Philadelphia 76ers,39.901111,-75.171944,0%,37,10,0.5,23
PHI,51.6%,35%,8.3,0.3,29.3,1,31,Age,Philadelphia 76ers,39.901111,-75.171944,100%,29.3,8.3,0.3,23
PHI,53.8%,0%,8,1,21,1,29,Age,Philadelphia 76ers,39.901111,-75.171944,100%,21,8,1,23
PHI,38.5%,50%,3,1,16,0,19,Age,Philadelphia 76ers,39.901111,-75.171944,0%,16,3,1,23
PHI,55.5%,35.7%,4.5,1,29,1,18,Age,Philadelphia 76ers,39.901111,-75.171944,100%,29,4.5,1,23
PHI,42.6%,8.3%,9.8,0.2,30.8,0.25,20,Age,Philadelphia 76ers,39.901111,-75.171944,25%,30.8,9.8,0.2,23
PHX,48.3%,34.6%,7.2,1.1,31.2,0.38461538461538464,2003-2010 CLE,Team,Phoenix Suns,33.445833,-112.071389,38.5%,31.2,7.2,1.1,24
PHX,47.7%,33.3%,8.7,0.7,21.3,1,27,Age,Phoenix Suns,33.445833,-112.071389,100%,21.3,8.7,0.7,24
PHX,59.5%,20%,7,0,28,1,25,Age,Phoenix Suns,33.445833,-112.071389,100%,28,7,0,24
PHX,48%,30.3%,7.3,1.3,29.7,1,24,Age,Phoenix Suns,33.445833,-112.071389,100%,29.7,7.3,1.3,24
PHX,46.7%,0%,7,0,36,0,23,Age,Phoenix Suns,33.445833,-112.071389,0%,36,7,0,24
PHX,87.5%,0%,3,0,21,1,31,Age,Phoenix Suns,33.445833,-112.071389,100%,21,3,0,24
PHX,45%,37.5%,10.5,0.5,24,1,35,Age,Phoenix Suns,33.445833,-112.071389,100%,24,10.5,0.5,24
PHX,53.9%,28.7%,7.8,1,24,1,33,Age,Phoenix Suns,33.445833,-112.071389,100%,24,7.8,1,24
PHX,49.9%,34.3%,7.3,0.4,25.3,0.4666666666666667,2018-Now LAL,Team,Phoenix Suns,33.445833,-112.071389,46.7%,25.3,7.3,0.4,24
PHX,52.4%,35.6%,6.5,0.4,26.6,0.25,36,Age,Phoenix Suns,33.445833,-112.071389,25%,26.6,6.5,0.4,24
PHX,41.3%,30%,5,1.7,26,0.3333333333333333,19,Age,Phoenix Suns,33.445833,-112.071389,33.3%,26,5,1.7,24
PHX,54.5%,40%,9,0,37,1,29,Age,Phoenix Suns,33.445833,-112.071389,100%,37,9,0,24
PHX,46%,34.7%,8,0,23,0.5,34,Age,Phoenix Suns,33.445833,-112.071389,50%,23,8,0,24
PHX,50%,45.5%,7,1,31,0,37,Age,Phoenix Suns,33.445833,-112.071389,0%,31,7,1,24
PHX,59.5%,27.8%,6.9,0.8,23.6,0.875,2014-2018 CLE,Team,Phoenix Suns,33.445833,-112.071389,87.5%,23.6,6.9,0.8,24
PHX,50.1%,47.8%,6.7,1.3,30.3,0,22,Age,Phoenix Suns,33.445833,-112.071389,0%,30.3,6.7,1.3,24
PHX,47.1%,20%,12,0,21,0,18,Age,Phoenix Suns,33.445833,-112.071389,0%,21,12,0,24
PHX,57.9%,52.7%,9,0.5,45,0.5,21,Age,Phoenix Suns,33.445833,-112.071389,50%,45,9,0.5,24
PHX,56.5%,32.9%,7.7,0.4,27.4,1,2010-2014 MIA,Team,Phoenix Suns,33.445833,-112.071389,100%,27.4,7.7,0.4,24
PHX,78.6%,50%,5,1,35,1,28,Age,Phoenix Suns,33.445833,-112.071389,100%,35,5,1,24
PHX,65.7%,25%,8.5,1,24.5,1,32,Age,Phoenix Suns,33.445833,-112.071389,100%,24.5,8.5,1,24
PHX,46.2%,32.5%,5.7,0.3,21.3,0.6666666666666666,30,Age,Phoenix Suns,33.445833,-112.071389,66.7%,21.3,5.7,0.3,24
POR,50.2%,33.3%,8.3,1.3,31,1,24,Age,Portland Trail Blazers,45.531667,-122.666667,100%,31,8.3,1.3,25
POR,47.2%,34.7%,7,1,26,1,34,Age,Portland Trail Blazers,45.531667,-122.666667,100%,26,7,1,25
POR,57.7%,25.7%,9.4,1.8,31.4,0.6,33,Age,Portland Trail Blazers,45.531667,-122.666667,60%,31.4,9.4,1.8,25
POR,41.9%,37.5%,12,2,30.5,1,23,Age,Portland Trail Blazers,45.531667,-122.666667,100%,30.5,12,2,25
POR,50%,37.7%,9.3,1.1,28.4,0.7857142857142857,2003-2010 CLE,Team,Portland Trail Blazers,45.531667,-122.666667,78.6%,28.4,9.3,1.1,25
POR,52.4%,40%,11,3,28,1,36,Age,Portland Trail Blazers,45.531667,-122.666667,100%,28,11,3,25
POR,55.4%,26.7%,8,1.5,22.5,0.5,28,Age,Portland Trail Blazers,45.531667,-122.666667,50%,22.5,8,1.5,25
POR,67.7%,55%,12,0,37.5,0.5,26,Age,Portland Trail Blazers,45.531667,-122.666667,50%,37.5,12,0,25
POR,55.5%,39.5%,9.4,1.1,29.3,0.6666666666666666,2018-Now LAL,Team,Portland Trail Blazers,45.531667,-122.666667,66.7%,29.3,9.4,1.1,25
POR,44.9%,25%,6.5,0,21.5,0.5,29,Age,Portland Trail Blazers,45.531667,-122.666667,50%,21.5,6.5,0,25
POR,44.5%,16.7%,7,1.5,22.5,0.5,30,Age,Portland Trail Blazers,45.531667,-122.666667,50%,22.5,7,1.5,25
POR,52.4%,66.7%,10,0,31,1,31,Age,Portland Trail Blazers,45.531667,-122.666667,100%,31,10,0,25
POR,68.4%,75%,10,1,41,1,25,Age,Portland Trail Blazers,45.531667,-122.666667,100%,41,10,1,25
POR,38.1%,25%,6,0,23,0,22,Age,Portland Trail Blazers,45.531667,-122.666667,0%,23,6,0,25
POR,59.1%,100%,11,1,38,1,27,Age,Portland Trail Blazers,45.531667,-122.666667,100%,38,11,1,25
POR,68.8%,100%,11,0,27,1,20,Age,Portland Trail Blazers,45.531667,-122.666667,100%,27,11,0,25
POR,41.7%,40%,11,1,20,0,32,Age,Portland Trail Blazers,45.531667,-122.666667,0%,20,11,1,25
POR,60.3%,46.5%,10.5,1,36.5,0.5,37,Age,Portland Trail Blazers,45.531667,-122.666667,50%,36.5,10.5,1,25
POR,47.9%,30.7%,8.9,1.1,23.7,0.42857142857142855,2014-2018 CLE,Team,Portland Trail Blazers,45.531667,-122.666667,42.9%,23.7,8.9,1.1,25
POR,55.6%,66.7%,11,2,25,1,19,Age,Portland Trail Blazers,45.531667,-122.666667,100%,25,11,2,25
POR,48.1%,28.9%,9.7,1.3,29.3,0.6666666666666666,21,Age,Portland Trail Blazers,45.531667,-122.666667,66.7%,29.3,9.7,1.3,25
POR,56.5%,41.1%,9.7,0.6,26.9,0.5714285714285714,35,Age,Portland Trail Blazers,45.531667,-122.666667,57.1%,26.9,9.7,0.6,25
POR,60.3%,43.9%,9.5,0.7,31.7,0.6666666666666666,2010-2014 MIA,Team,Portland Trail Blazers,45.531667,-122.666667,66.7%,31.7,9.5,0.7,25
POR,45.1%,0%,7,0,20,0.5,18,Age,Portland Trail Blazers,45.531667,-122.666667,50%,20,7,0,25
SAC,46.1%,35%,10.5,0.5,23,1,31,Age,Sacramento Kings,39.74,-121.8356,100%,23,10.5,0.5,26
SAC,55.6%,50%,7,0,25,1,33,Age,Sacramento Kings,39.74,-121.8356,100%,25,7,0,26
SAC,45.5%,27.5%,6,1,32.5,0.5,37,Age,Sacramento Kings,39.74,-121.8356,50%,32.5,6,1,26
SAC,55.9%,58.4%,8.5,0,29.5,1,25,Age,Sacramento Kings,39.74,-121.8356,100%,29.5,8.5,0,26
SAC,38.9%,16.7%,8,1,24,1,23,Age,Sacramento Kings,39.74,-121.8356,100%,24,8,1,26
SAC,50%,20.5%,11.7,2,36,1,24,Age,Sacramento Kings,39.74,-121.8356,100%,36,11.7,2,26
SAC,50.9%,23.3%,7.3,1,27.7,0.3333333333333333,20,Age,Sacramento Kings,39.74,-121.8356,33.3%,27.7,7.3,1,26
SAC,45.5%,39.3%,7.5,0.5,29,1,34,Age,Sacramento Kings,39.74,-121.8356,100%,29,7.5,0.5,26
SAC,43.1%,32.5%,6.5,0,16,0.5,35,Age,Sacramento Kings,39.74,-121.8356,50%,16,6.5,0,26
SAC,53.8%,50%,8,0,31,1,26,Age,Sacramento Kings,39.74,-121.8356,100%,31,8,0,26
SAC,48.7%,26.1%,8.6,1,21.9,0.7142857142857143,2014-2018 CLE,Team,Sacramento Kings,39.74,-121.8356,71.4%,21.9,8.6,1,26
SAC,53.2%,21.4%,4,1,30,1,22,Age,Sacramento Kings,39.74,-121.8356,100%,30,4,1,26
SAC,51.3%,21.9%,9,1,22,0.5,32,Age,Sacramento Kings,39.74,-121.8356,50%,22,9,1,26
SAC,33.3%,25%,7,2,19,0,21,Age,Sacramento Kings,39.74,-121.8356,0%,19,7,2,26
SAC,46%,31.6%,6.9,0.4,25.1,0.5555555555555556,2018-Now LAL,Team,Sacramento Kings,39.74,-121.8356,55.6%,25.1,6.9,0.4,26
SAC,45%,17.7%,7.5,0.5,23,0,36,Age,Sacramento Kings,39.74,-121.8356,0%,23,7.5,0.5,26
SAC,43.8%,25%,3,2,19,1,30,Age,Sacramento Kings,39.74,-121.8356,100%,19,3,2,26
SAC,50%,22.2%,7.8,1.2,29.4,0.6666666666666666,2003-2010 CLE,Team,Sacramento Kings,39.74,-121.8356,66.7%,29.4,7.8,1.2,26
SAC,63.6%,100%,4,2,18,1,27,Age,Sacramento Kings,39.74,-121.8356,100%,18,4,2,26
SAC,60.8%,51.6%,7,0.9,26.4,0.8571428571428571,2010-2014 MIA,Team,Sacramento Kings,39.74,-121.8356,85.7%,26.4,7,0.9,26
SAC,60%,0%,6,0,25,0,18,Age,Sacramento Kings,39.74,-121.8356,0%,25,6,0,26
SAC,63.9%,36.1%,6.8,1,27.8,0.75,28,Age,Sacramento Kings,39.74,-121.8356,75%,27.8,6.8,1,26
SAS,52.4%,35.3%,9,0.3,34.2,0.16666666666666666,33,Age,San Antonio Spurs,29.426944,-98.4375,16.7%,34.2,9,0.3,27
SAS,59.5%,45%,10.5,0,34,1,24,Age,San Antonio Spurs,29.426944,-98.4375,100%,34,10.5,0,27
SAS,52.4%,16.7%,5,0,27,0,25,Age,San Antonio Spurs,29.426944,-98.4375,0%,27,5,0,27
SAS,56.7%,53.4%,7,0,28,1,27,Age,San Antonio Spurs,29.426944,-98.4375,100%,28,7,0,27
SAS,50%,16.7%,7,1,23.5,0.5,26,Age,San Antonio Spurs,29.426944,-98.4375,50%,23.5,7,1,27
SAS,51.1%,50%,7.5,0.4,24.1,0.25,29,Age,San Antonio Spurs,29.426944,-98.4375,25%,24.1,7.5,0.4,27
SAS,50%,50%,5,1,31,1,30,Age,San Antonio Spurs,29.426944,-98.4375,100%,31,5,1,27
SAS,36.3%,12.4%,6.6,0.4,21.4,0.2,22,Age,San Antonio Spurs,29.426944,-98.4375,20%,21.4,6.6,0.4,27
SAS,55.9%,16.7%,6,1,25.5,0.5,31,Age,San Antonio Spurs,29.426944,-98.4375,50%,25.5,6,1,27
SAS,46.2%,20%,7.5,1.5,33,0.5,23,Age,San Antonio Spurs,29.426944,-98.4375,50%,33,7.5,1.5,27
SAS,45.3%,23.3%,7.1,0.5,27.3,0.4,2003-2010 CLE,Team,San Antonio Spurs,29.426944,-98.4375,40%,27.3,7.1,0.5,27
SAS,50.8%,38.6%,7.7,0.5,31.7,0.5454545454545454,2018-Now LAL,Team,San Antonio Spurs,29.426944,-98.4375,54.5%,31.7,7.7,0.5,27
SAS,60%,66.7%,7,0,36,1,35,Age,San Antonio Spurs,29.426944,-98.4375,100%,36,7,0,27
SAS,44.5%,28.5%,7.5,1,27,1,34,Age,San Antonio Spurs,29.426944,-98.4375,100%,27,7.5,1,27
SAS,52.6%,33.3%,6,0,23,0,19,Age,San Antonio Spurs,29.426944,-98.4375,0%,23,6,0,27
SAS,55.7%,41.6%,6.5,0.5,39.5,1,21,Age,San Antonio Spurs,29.426944,-98.4375,100%,39.5,6.5,0.5,27
SAS,48.8%,40.5%,7.8,0.8,28.8,0.5,36,Age,San Antonio Spurs,29.426944,-98.4375,50%,28.8,7.8,0.8,27
SAS,35.6%,12.5%,7,0.5,20,0,20,Age,San Antonio Spurs,29.426944,-98.4375,0%,20,7,0.5,27
SAS,55%,20%,7,0,23,0,32,Age,San Antonio Spurs,29.426944,-98.4375,0%,23,7,0,27
SAS,46%,37.2%,10.8,1,27,0.6666666666666666,28,Age,San Antonio Spurs,29.426944,-98.4375,66.7%,27,10.8,1,27
SAS,50.8%,32.9%,7.4,0.6,25.5,0.25,2014-2018 CLE,Team,San Antonio Spurs,29.426944,-98.4375,25%,25.5,7.4,0.6,27
SAS,50.8%,41%,8.6,0.6,26.1,0.5294117647058824,2010-2014 MIA,Team,San Antonio Spurs,29.426944,-98.4375,52.9%,26.1,8.6,0.6,27
TOR,48.3%,23.2%,7.7,0.8,29.1,0.8095238095238095,2003-2010 CLE,Team,Toronto Raptors,43.643333,-79.379167,81%,29.1,7.7,0.8,28
TOR,55.8%,27.6%,6.9,0.9,30.2,0.75,33,Age,Toronto Raptors,43.643333,-79.379167,75%,30.2,6.9,0.9,28
TOR,66.6%,33.3%,6,0,28,1,27,Age,Toronto Raptors,43.643333,-79.379167,100%,28,6,0,28
TOR,42.8%,10%,8.5,0.5,21,0,34,Age,Toronto Raptors,43.643333,-79.379167,0%,21,8.5,0.5,28
TOR,44.9%,20%,9,1,25.3,0.6666666666666666,24,Age,Toronto Raptors,43.643333,-79.379167,66.7%,25.3,9,1,28
TOR,47.6%,36.3%,8.5,0,27,0.75,21,Age,Toronto Raptors,43.643333,-79.379167,75%,27,8.5,0,28
TOR,53%,32.9%,4.2,1,26.5,0.75,29,Age,Toronto Raptors,43.643333,-79.379167,75%,26.5,4.2,1,28
TOR,50.3%,36.1%,7.7,1,23.6,0.14285714285714285,2018-Now LAL,Team,Toronto Raptors,43.643333,-79.379167,14.3%,23.6,7.7,1,28
TOR,46.4%,16.7%,12,0.5,30.5,1,26,Age,Toronto Raptors,43.643333,-79.379167,100%,30.5,12,0.5,28
TOR,45%,6.2%,5.8,1,26.5,1,25,Age,Toronto Raptors,43.643333,-79.379167,100%,26.5,5.8,1,28
TOR,58.9%,32.3%,7.8,0.5,25.8,0.7272727272727273,31,Age,Toronto Raptors,43.643333,-79.379167,72.7%,25.8,7.8,0.5,28
TOR,57.7%,39.3%,8.8,0.4,29,1,28,Age,Toronto Raptors,43.643333,-79.379167,100%,29,8.8,0.4,28
